"ID","Title","Link","Content","Gold Label"
"184","Wounded Bangladesh protesters receive robotic helping hand","https://www.geo.tv/latest/576092-wounded-bangladesh-protesters-receive-robotic-helping-hand","DHAKA: Squeezing rubber-covered robotic prosthetic hands, Bangladesh protesters wounded during the deadly revolution to topple autocratic leader Sheikh Hasina test out replacement arms for their lost limbs. ""I'll be able to do some everyday tasks with this artificial hand,"" said student Hafeez Mohammad Hossain, 19, whose right hand was ripped off in gunfire on August 5. It was the same day protesters stormed Hasinas palace as she fled to India by helicopter. In the middle of the chaos, Hossain said a police officer levelled a shotgun at him and fired. He described searing pain as gun pellets lacerated his back and leg. Surgeons picked out the gunshot, but were unable to save his hand. ""I can't write anymore,"" Hossain said. ""I'm struggling to learn how to write with my left hand."" On Thursday, he was fitted with a prosthetic limb, alongside four other students who also lost their hands during the months-long protests in which at least 700 people were killed during a police crackdown. Robolife Technologies, a Bangladeshi organisation manufacturing artificial hands, said the prosthetic limbs use sensors connected to the nerves to move. The company says it allows users to grasp objects, to type and use a phone. ""If you ask me whether they work like organic hands, I'd say no,"" said Antu Karim, who is working on the government-backed project to fit the limbs. ""But these hands allow the boys to hold a glass if thirsty, or a spoon to eat,"" he added. ""At least, they won't be looked down upon for not having hands."" Hasina's 15-year tenure saw widespread human rights abuses, including the mass detention and extrajudicial killings of her political opponents. Limbless protesters held a rally earlier this month demanding the interim government who took over after Hasina's fall support those injured in the protests. Many say they have not received the aid they need. The four other former protesters who had arms fitted on Thursday included Mohammad Mamun Mia, 32, a father of two, whose hand was hacked off by a gang he said was loyal to Hasina's Awami League party. The new arm is far from perfect, but it has made a huge difference. ""I'll be able to do some regular tasks with this hand,"" he said, saying that while he cannot work driving a tractor in the fields again, he hopes now to open a small business. Arif Hossain Sagar, 19, had his hand amputated after it failed to heal from an injury he sustained during the protests, and doctors worried about gangrene. ""I can't do any regular activities now,"" Sagar toldAFP. ""I rely on others for eating or bathing."" The new hand will return a degree of normality to his life, he said. Nayeem Hasan, wounded when attackers pounced on him as he went to donate blood to help those injured after a fire, broke into tears. The new arm would help him fulfil his simple dream. ""I have a one-year-old daughter who wants me to hold her,"" Hasan said.","world"
"185","Philippine VP says she would have Marcos assassinated if she is killed","https://www.geo.tv/latest/576096-philippine-vp-says-she-would-have-marcos-assassinated-if-she-is-killed","MANILA: Philippine Vice President Sara Duterte said on Saturday she would have President Ferdinand Marcos Jr assassinated if she herself were killed, prompting Marcos' office to vow ""immediate proper action"". In a dramatic sign of a widening rift between the two most powerful political families in the Southeast Asian nation, Duterte told an early morning press conference that she had spoken to an assassin and instructed him to kill Marcos, his wife and the speaker of the Philippine House if she were to be killed. ""I have talked to a person. I said, if I get killed, go kill BBM (Marcos), (first lady) Liza Araneta, and (Speaker) Martin Romualdez. No joke. No joke,"" Duterte said in the profanity-laden briefing. ""I said, do not stop until you kill them and then he said yes,"" she said. She was responding to an online commenter urging her to stay safe, saying she was in enemy territory as she was at the lower chamber of Congress overnight with her chief of staff. Duterte did not cite any alleged threat against herself. The Presidential Communications Office responded with a statement saying: ""Acting on the Vice President's clear and unequivocal statement that she had contracted an assassin to kill the president if an alleged plot against her succeeds, the Executive Secretary has referred this active threat to the Presidential Security Command for immediate proper action. ""Any threat to the life of the president must always be taken seriously, more so that this threat has been publicly revealed in clear and certain terms,"" it said. Duterte's office did not immediately respond to a request for comment on the presidential office's statement. ""This country is going to hell because we are led by a person who doesn't know how to be a president and who is a liar,"" she said in the briefing. Duterte, the daughter of Marcos' predecessor, resigned from the cabinet in June while remaining vice president, signalling the collapse of a formidable political alliance that helped her and Marcos, son and namesake of the late authoritarian leader, secure their 2022 electoral victories by wide margins. Duterte's outburst is the latest in a series of startling signs of the feud at the top of Philippine politics. In October, she accused Marcos of incompetence and said she had imagined cutting the president's head off. The two families are at odds over foreign policy and former president Rodrigo Duterte's deadly war on drugs, among others. Past political violence in the Philippines has included the assassination of Benigno Aquino, a senator who staunchly opposed the rule the elder Marcos, as he exited his plane upon arrival home from political exile in 1983.","world"
"186","Iran to hold nuclear talks with three European powers in Geneva on Friday","https://www.geo.tv/latest/576082-iran-to-hold-nuclear-talks-with-three-european-powers-in-geneva-on-friday","    DUBAI: Iran will hold talks about its disputed nuclear programme with three European powers on Nov 29 (Friday), the Iranian foreign ministry said on Sunday, days after the UN atomic watchdog passed a resolution against Tehran. Iran reacted to the resolution — proposed by Britain, France, Germany and the United States — with what government officials called various measures such as activating numerous new and advanced centrifuges, machines that enrich uranium. Japan'sKyodonews agency, which first reported that the meeting would take place on Friday in Geneva, said Iranian President Masoud Pezeshkian's government was seeking a solution to the nuclear impasse ahead of the inauguration in January of US President-elect Donald Trump. A senior Iranian official confirmed that the meeting would go ahead next Friday, adding: ""Tehran has always believed that the nuclear issue should be resolved through diplomacy. Iran has never left the talks."" Iranian foreign ministry spokesperson Esmaeil Baghaei later said the deputy foreign ministers of Iran, France, Germany and Britain would take part in the talks, which he said would cover regional issues as well as the nuclear dossier. Baghaei did not say where the talks would take place. A spokesperson for the Swiss foreign ministry directed questions to the countries named in the Kyodo report. ""Views will be exchanged ... on a range of regional discussions and subjects including the issues of Palestine, Lebanon and also the nuclear subject"", Baghaei said. In 2018, the then-Trump administration exited Iran's 2015 nuclear pact with six major powers and reimposed harsh sanctions on Iran, prompting Tehran to violate the pact's nuclear limits, with moves such as rebuilding stockpiles of enriched uranium, refining it to higher fissile purity and installing advanced centrifuges to speed up output. Indirect talks between President Joe Biden's administration and Tehran to try to revive the pact have failed, but Trump said during his election campaign in September: ""We have to make a deal, because the consequences are impossible. We have to make a deal"".","world"
"187","Two dead as India mosque survey sparks clashes","https://www.geo.tv/latest/576079-two-dead-as-india-mosque-survey-sparks-clashes","LUCKNOW: Indian Muslim protesters clashed with police Sunday with at least two people killed in riots sparked by a survey investigating if a 17th-century mosque was built on a Hindu temple. ""Two persons were confirmed dead,"" Pawan Kumar, a police officer in Sambhal in the northern state of Uttar Pradesh, toldAFP, adding that 16 police officers were ""seriously injured"" during the clashes. ThePress Trust of Indianews agency quoted officials saying three people had died. Hindu activist groups have laid claim to several mosques they say were built over Hindu temples during the Muslim Mughal empire centuries ago. Street battles broke out when a team of surveyors entered the Shahi Jama Masjid in Sambhal on orders from a local court, after a petition from a Hindu priest claiming it was built on the site of a Hindu temple. Protesters on Sunday hurled rocks at police, who fired tear gas canisters to clear the crowd. Hindu nationalist activists were emboldened earlier this year when Prime Minister Narendra Modi inaugurated a grand new Hindu temple in the northern city of Ayodhya, built on grounds once home to the centuries-old Babri mosque. That mosque was torn down in 1992 in a campaign spearheaded by members of Modi's party, sparking sectarian riots that killed 2,000 people nationwide, most of them Muslims. Some Hindu campaigners see an ideological patron in Modi. Calls for India to more closely align the country's officially secular political system with its majority Hindu faith have rapidly grown louder since Modi was swept to office in 2014, making the country's roughly 210-million-strong Muslim minority increasingly anxious about their future.","world"
"188","Strong winter storm paralyses travel across Ireland, UK, and France","https://www.geo.tv/latest/576021-strong-winter-storm-paralyses-travel-across-ireland-uk-and-france","A powerful winter storm swept across northwest Europe on Saturday, causing widespread travel chaos and resulting in at least one death. Hampshire Police in southern England said a man died after a tree fell onto a car on a major road near Winchester while authorities in West Yorkshire said that they were investigating a potential link between a second death in a traffic accident and the storm. However, the road involved was not icy at the time. In Ireland, Storm Bert left over 60,000 properties without power, while also disrupting ferry and train routes across the Irish Sea. Major transport hubs in Britain faced significant delays, with airports and Channel ports severely impacted. Meanwhile, in France, tens of thousands remained without electricity following Storm Caetano earlier in the week, leading to hundreds of passengers being stranded as train services were halted due to power outages. Media footage showed flooding in the west of Ireland, which also caused rail closures in Northern Ireland. Snow impacted travel across Britain. The heaviest snow hit Scotland and parts of northern and central England, with dozens of flood alerts in place. The United Kingdom's Met Office issued snow and ice warnings for those regions, saying there was a ""good chance some rural communities could be cut off"". Scottish hills could see up to 40 centimetres of snow, while winds approaching 113 kilometres per hour were recorded in Britain. Ferry operator DFDS cancelled services on some routes until Monday, with sailings from Newhaven and Dover in southern England to Dieppe and Calais in France severely affected. Flights were disrupted at Newcastle airport due to heavy snow, with some flights diverted to Belfast and Edinburgh. In Britain, the National Grid operator said power had been restored to ""many homes and businesses"" but more than 4,000 properties across the country were still without electricity on Saturday — the majority in southwest England. Some 47,000 homes remained without power in northern France on Saturday, two days after the country was battered by Storm Caetano, power company Enedis said. Up to 270,000 people had been cut off due to the storm but Enedis said it had 2,000 technicians working to reconnect electricity lines torn down by winds of up to 130kph. Several hundred passengers were stranded on two trains in western France halted by power cuts. Some 200 people on a train going from Hendaye to Bordeaux and 400 on high-speed TGV going from Hendaye to Paris spent up to nine hours in the carriages. Junior transport minister Francois Dourovray told RTL radio that up to 1,000 passengers on different trains were affected by the power cut.","world"
"189","Jay Bhattacharya top candidate to be Trump's pick for NIH director, reveals report","https://www.geo.tv/latest/576005-jay-bhattacharya-is-top-candidate-to-be-trumps-pick-for-nih-director-wapo-reports","Jay Bhattacharya is now the presumptive favourite to be selected by United States President-elect Donald Trump as the next director of the National Institutes of Health (NIH), theWashington Postreported on Saturday, citing three people familiar with the matter. The Stanford-trained physician and economist met with Robert F. Kennedy Jr (RFK Jr), Trump's pick to lead the Department of Health and Human Services (HHS) this week and impressed him with his ideas to overhaul NIH, the report said. Trump's transition team did not immediately respond to a Reuters request for comment. Bhattacharya has called for shifting the agency's focus toward funding more innovative research and reducing the influence of some of its longest-serving career officials, the report added. Trump picked Kennedy earlier this month to lead the Department of Health and Human Services, America's top health agency which oversees NIH and other health agencies. Trump's pick for the NIH came over a week after he tapped RFK to lead the top US health agency, which was criticised by many experts. About RFK Jr's appointment, Dr Krishanthi Subramaniam, lecturer at the Institute Of Infection, Veterinary and Ecological Sciences, University Of Liverpool, said: ""(The nomination) is alarming not just to the health of those living in the US but also to everyone in the global community. ""Kennedy has a track-record of being a vaccine denier and has touted vaccine misinformation as scientific truth. This announcement may usher in a heightened period of vaccine hesitancy in the United States which would mean outbreaks of diseases that vaccines have kept at bay.”","world"
"190","Trump nominates Brooke Rollins as agriculture secretary","https://www.geo.tv/latest/575984-trump-nominates-brooke-rollins-as-agriculture-secretary","WASHINGTON: US President-elect Donald Trump has announced Brooke Rollins as his pick for agriculture secretary. Rollins, who currently serves as president and CEO of the America First Policy Institute, is expected to bring her policy expertise to the role. ""As our next Secretary of Agriculture, Brooke will spearhead the effort to protect American Farmers, who are truly the backbone of our Country,"" Trump said in a statement. If confirmed by the Senate, Rollins would lead a 100,000-person agency with offices in every county in the country, whose remit includes farm and nutrition programs, forestry, home and farm lending, food safety, rural development, agricultural research, trade and more. It had a budget of $437.2 billion in 2024. The nominee's agenda would carry implications for American diets and wallets, both urban and rural. Department of Agriculture officials and staff negotiate trade deals, guide dietary recommendations, inspect meat, fight wildfires and support rural broadband, among other activities. ""Brooke’s commitment to support the American Farmer, defense of American Food Self-Sufficiency, and the restoration of Agriculture-dependent American Small Towns is second to none,"" Trump said in the statement. The America First Policy Institute is a right-leaning think tank whose personnel have worked closely with Trump's campaign to help shape policy for his incoming administration. She chaired the Domestic Policy Council during Trump's first term. As agriculture secretary, Rollins would advise the administration on how and whether to implement clean fuel tax credits for biofuels at a time when the sector is hoping to grow through the production of sustainable aviation fuel. The nominee would also guide next year's renegotiation of the US-Mexico-Canada trade deal, in the shadow of disputes over Mexico's attempt to bar imports of genetically modified corn and Canada's dairy import quotas. Trump has said he again plans to institute sweeping tariffs that are likely to affect the farm sector. He was considering offering the role to former US Senator Kelly Loeffler, a staunch ally whom he chose to co-chair his inaugural committee, CNN reported on Friday.","world"
"191","Rich nations raise cash offer to poor countries in climate talks","https://www.geo.tv/latest/575951-rich-nations-raise-cash-offer-to-poor-nations-in-climate-talks","Wealthy nations raised their offer for climate finance for poorer nations to $300 billion Saturday at COP29 negotiations, with growing doubts that all countries will leave happy with the outcome. Negotiators worked through the night in a sports stadium in the Caspian Sea city of Baku in a search for compromise as the two-week COP29 conference dragged into an extra day. In a year set to be the hottest ever recorded, developing nations bearing the brunt of rising drought and disasters flatly rejected Friday an initial offer of $250 billion per year by 2035. On Saturday, wealthy countries — whose ranks include the European Union, the United States, Britain and Japan — raised the sum to $300 billion, said multiple sources with close knowledge of the negotiations. The revised offer from rich countries came with conditions in other parts of the broader climate deal under discussion in Azerbaijan. The EU in particular wants an annual review of global efforts to phase out fossil fuels, which are the main drivers of global warming. This has run into opposition from Saudi Arabia, which has sought to water down a landmark pledge to transition away from oil, gas and coal made at COP28 last year. ""We will not allow the most vulnerable, especially the small island states, to be ripped off by the new, few rich fossil fuel emitters,"" said German Foreign Minister Annalena Baerbock. Irish climate minister Eamon Ryan said he was ""hopeful"" for a deal but that a clearer picture would emerge later in the day, when a new text is expected. Ryan toldAFPdeveloping countries needed money ""but also we have to put a halt to the advance of fossil fuels."" A coalition of more than 300 activist groups accused historic polluters most responsible for climate change of skirting their obligation, and urged developing nations to stand firm. ""You claim to champion a rules-based system, yet flout the rules when they don't suit your interests, putting at risk billions of people and life on Earth,"" the non-governmental organisations wrote in an open letter. Wealthy nations counter that it is politically unrealistic to expect more in direct government funding. The US earlier this month elected former president Donald Trump, a sceptic of both climate change and foreign assistance, and a number of other Western countries have seen right-wing backlashes against the green agenda. The draft deal posits a larger overall target of $1.3 trillion per year to cope with rising temperatures and disasters, but most would come from private sources. Even $250 billion would be a step up from the $100 billion now provided by wealthy nations under a commitment set to expire. A group of developing countries had demanded at least $500 billion, with some saying that increases were less than met the eye due to inflation. Experts commissioned by the United Nations to assess the needs of developing countries said $250 billion was ""too low"" and by 2035 rich nations should be providing at least $390 billion. This figure was taken up by Brazil, the host of next year's COP30, which says $390 billion should be the sole responsibility of wealthier countries. The US and EU have wanted newly wealthy emerging economies like China — the world's largest emitter — to chip in. China, which remains classified as a developing nation under the UN framework, provides climate assistance but wants to keep doing so on its own voluntary terms. While China has generally taken a low-key and cooperative stance in Baku, oil-rich Saudi Arabia has pushed hard for weaker language on fossil fuels and, like China, has fought against being obliged to provide aid, one veteran activist from a developing country said. Azerbaijan, an authoritarian state that relies on oil and gas exports, has been accused of lacking the experience and bandwidth to steer such complex negotiations. Its leader Ilham Aliyev opened the conference by railing against Western nations and hailing fossil fuels as a ""gift of God"".","world"
"192","Leg amputated of tourist stuck in middle of river","https://www.geo.tv/latest/575944-leg-amputated-of-tourist-stuck-in-middle-of-river","Leg of a tourist in Tasmania had to be amputated in the middle of a river after he got stuck between rocks while kayaking with friends. The rescue mission on the Franklin River lasted some 20 hours and the rescuers said they had to make a “life or death” decision while keeping the tourist in discussion, as perBBC. The visitor, in his 60s, remained partially submerged in the water throughout and rescuers reiterated that “had he remained in the location where he was, and trapped in the rock crevice he would not have survived"". The emergency services were called to the remote area when the men’s smartwatch called for aid, police of the Australian state said. After a number of unsuccessful attempts were made overnight to extract his leg from between the rocks before they decided to amputate him as his condition got worse. ""This rescue was an extremely challenging and technical operation, and an incredible effort over many hours to save the man’s life,” acting assistant commissioner at Tasmania Police Doug Oosterloo, said in a statement. ""This was a life and death situation,"" the assistant commissioner Oosterloo told Australian national broadcasterABC. The man has been airlifted to a hospital and remains in a critical condition.","world"
"193","Man awakes on funeral pyre after being declared dead at Indian hospital ","https://www.geo.tv/latest/575936-man-awakes-up-on-funeral-pyre-after-being-declared-dead-at-indian-hospital","JAIPUR: An Indian man awoke on a funeral pyre moments before it was to be set on fire after a doctor skipped a postmortem, medical officials said on Saturday. Rohitash Kumar, 25, who had speaking and hearing difficulties, had fallen sick and was taken to a hospital in Jhunjhunu in the western state of Rajasthan on Thursday. Indian media reported he had had an epileptic seizure, and a doctor declared him dead on arrival at the hospital. But instead of the required postmortem to ascertain the cause of death, doctors sent him to the mortuary, and then to be burned according to Hindu rites. D Singh, chief medical officer of the hospital, toldAFPthat a doctor had ""prepared the postmortem report without actually doing the postmortem, and the body was then sent for cremation"". Singh said that ""shortly before the pyre was to be lit, Rohitash's body started movements"", adding that ""he was alive and was breathing"". Kumar was rushed to hospital for a second time, but was confirmed dead on Friday during treatment. Authorities have suspended the services of three doctors and the police have launched an investigation.","world"
"194","Modi's BJP, allies to win election rebound in India's richest state","https://www.geo.tv/latest/575930-modis-bjp-allies-to-win-election-rebound-in-indias-richest-state","NEW DELHI: Indian Prime Minister Narendra Modi's party and its allies were set to return to power in the nation's richest state, television channels reported on Saturday, a boost for the Hindu-nationalist leader after a disappointing general election. In Maharashtra, home to India's financial capital Mumbai, the Bharatiya Janata Party-led Mahayuti alliance was leading in 221 of 288 seats. The opposition Congress party and its allies are leading in 55 seats in the state elections, local media reported. ""The Mahayuti government [...] has achieved undisputed and resounding success,"" Eknath Shinde, the state's chief minister, said on social media platform X. Modi lost his majority in parliamentary elections held between April and June and had to depend on fickle allies to form a government. Last month his party won state elections in the northern state of Haryana. State election wins help political parties boost their numbers in the upper house of parliament, which is key for decision-making. In the mine-rich eastern Jharkhand state, the ruling regional party Jharkhand Mukti Morcha, which is in alliance with the Congress-led opposition, is leading to regain control by defeating the BJP and its allies, media reported. Political parties in both states have rolled out a range of measures that they say will benefit farmers and women, both considered critical voting blocks. Results from Maharashtra and Jharkhand are expected later on Saturday.","world"
"195","Trump taps Scott Bessent for Treasury, capping long drama over choice","https://www.geo.tv/latest/575861-trump-taps-scott-bessent-for-treasury-capping-long-drama-over-choice","President-elect Donald Trump on Friday said he will nominate prominent investor Scott Bessent as US Treasury secretary, ending days of twists that saw high profile candidates pitted against each other for the cabinet position with vast influence over economic, regulatory and international affairs. Wall Street has been closely watching who Trump would choose, especially given his plans to remake global trade through tariffs and extend and potentially expand the raft of tax cuts enacted during his first term. The choice of Bessent, 62, who has spent his career in finance, gives Wall Street an advocate for tax reform and deregulation. Some strategists said his nomination was a relief as he understands markets and his appointment could reduce the chance of severe tariffs. The announcement — the most prominent of a flurry of Friday night appointments by Trump — caps a week where big name Wall Street luminaries' chance at the job oscillated on a daily basis. Other names that had been considered included Apollo Global Management Chief Executive Marc Rowan and former Federal Reserve Governor Kevin Warsh. Investor John Paulson had also been a leading candidate, but dropped out, while Wall Street veteran Howard Lutnick, another contender, was appointed as head of the Commerce Department. The choice came after days of deliberations by Trump as he sorted through a shifting list of candidates. Bessent spent day after day at Trump's Mar-a-Lago home in Florida providing economic advice, sources said, a proximity to the president-elect that may have helped him prevail. ""Scott is widely respected as one of the world's foremost international investors and geopolitical and economic strategists,"" said Trump as he announced the nomination in a statement released on Truth Social. Bessent, from South Carolina, has spent his career in finance, working for macro investment billionaire George Soros and noted short seller Jim Chanos, as well as running his own hedge fund. As a money manager, he made a large bet on Trump winning after spotting what he called an anomaly in the market — that political and market analysts were too negative on what a Trump victory would mean. Bessent, who did not immediately respond to a request for comment, has advocated for tax reform and deregulation, particularly to spur more bank lending and energy production, as noted in a recent opinion piece he wrote forthe Wall StreetJournal. The market's surge after Trump's election victory, he wrote, signaled investor expectations of ""higher growth, lower volatility and inflation, and a revitalized economy for all Americans."" ""Bessent has been on the side of less aggressive tariffs,"" said Oxford Economics' Ryan Sweet, adding that picking him makes the steep tariffs Trump proposed on the campaign trail less likely. Bessent follows other financial luminaries who have taken the job, including former Goldman Sachs executives Robert Rubin, Hank Paulson and Steven Mnuchin, Trump's first Treasury chief. Janet Yellen, the current secretary and first woman in the job, previously chaired the Federal Reserve and White House Council of Economic Advisers. As Treasury secretary, Bessent will essentially be the highest-ranking US economic official, responsible for maintaining the plumbing of the world's largest economy, from collecting taxes and paying the nation's bills to managing the $28.6-trillion Treasury debt market and overseeing financial regulation, including handling and preventing market crises. The Treasury boss also runs US financial sanctions policy, has influence over the US-led International Monetary Fund, World Bank and other international financial institutions, and manages national security screenings of foreign investments in the United States. Bessent will face challenges, including safely managing federal deficits that are forecast to grow by nearly $8 trillion over a decade due to Trump's plans to extend expiring tax cuts next year and add generous new breaks, including ending taxes on Social Security income. Without offsetting revenues, this new debt would add to an unsustainable fiscal trajectory already forecast to balloon US debt by $22 trillion through 2033. Managing debt increases this large without market indigestion will be a challenge, though Bessent has argued Trump's agenda will unleash stronger economic growth that will grow revenue and shore up market confidence, opens new tab. Bessent will also inherit the role carved out by Yellen to lead the Group of Seven wealthy democracies in providing tens of billions of dollars in economic support for Ukraine in its fight against Russia's invasion and tightening sanctions on Moscow. But it is unclear whether he will pursue this, given Trump's desire to end the war quickly and withdraw US financial support for Ukraine. Another area where Bessent will likely differ from Yellen is her focus on climate change, from her mandate that development banks expand lending for clean energy to incorporating climate risks into financial regulations and managing hundreds of billions of dollars in clean-energy tax credits. Trump, a climate-change skeptic, has vowed to increase production of US fossil fuel energy and end the clean-energy subsidies in President Joe Biden's 2022 Inflation Reduction Act. The Treasury secretary is also the administration's closest point of contact with the Federal Reserve. Both Yellen under Biden and Mnuchin under Trump typically met weekly with Fed Chair Jerome Powell, often over breakfast or lunch. Bessent has floated the idea of creating a ""shadow"" Fed chair. This would entail nominating as early as possible a presumptive Powell successor to the Fed Board who would then deliver their own policy guidance so that, as Bessent told Barron's last month, ""no one is really going to care what Jerome Powell has to say anymore."" Bessent has since said he no longer thinks the idea of a shadow chair is worth pursuing, theWall Street Journalreported. Powell's term as Fed chair expires in May 2026. Bessent, along with John Paulson, had been an early favorite for job earlier in the year according to a Reuters report at the time and seemed to be in pole position a week after election day, on Nov. 12, when Paulson exited the race citing ""complex financial obligations"". However, there were many twists in the race for the top position. On November 13, banker Howard Lutnick, who was leading a transition team to vet personnel and draft policy, emerged as a top contender. Lutnick, however, was taken out of the running after Trump nominated him to lead his trade and tariff strategy as head of the Commerce Department. The pool of candidates then widened when Rowan, and former Federal Reserve Governor Kevin Warsh were under consideration as well as Republican US Senator Bill Hagerty, sources with knowledge of the transition process said at the time.","world"
"196","Trump picks TV contributor Janette Nesheiwat as surgeon general","https://www.geo.tv/latest/575846-trump-picks-tv-contributor-janette-nesheiwat-as-surgeon-general","WASHINGTON: US President-elect Donald Trump announced on Friday the appointment of Dr Janette Nesheiwat, a family medicine physician and Fox News contributor, as the next surgeon general, continuing his trend of naming television personalities to key positions in his administration. ""Dr Nesheiwat is a fierce advocate and strong communicator for preventive medicine and public health,"" Trump said in a statement. ""She is committed to ensuring that Americans have access to affordable, quality healthcare, and believes in empowering individuals to take charge of their health to live longer, healthier lives."" She treated patients during the COVID-19 pandemic, tended to victims of Hurricane Katrina and the Joplin tornadoes, and has worked for the Samaritan's Purse disaster relief organization providing care in Morocco, Haiti and Poland, Trump said. Many Americans will know her as a Fox News contributor who has discussed issues such as the mpox strain, the effects of alcohol and drug use, or natural disaster relief. Trump has plucked a number of presidential appointments from Fox News programs, both in his first term from 2017-2021 and since being elected again on Nov. 5. Communication skills are important to the job's role as health educator, providing information on how to improve health and lower the risk of illness. The job title became part of American culture in 1965 when cigarette makers were required to label packages with the surgeon general's warning that smoking was hazardous to health. Former Surgeon General C. Everett Koop, who held the job from 1982 to 1989, gained prominence for seeking to break the stigma of speaking about AIDS at a time when the president who appointed him, Ronald Reagan, was criticized for underplaying the epidemic.","world"
"197","Donald Trump to name Scott Bessent as treasury secretary","https://www.geo.tv/latest/575845-donald-trump-to-name-scott-bessent-as-treasury-secretary","WASHINGTON: US President-elect Donald Trump is preparing to name Scott Bessent, a longtime hedge fund investor who taught at Yale University for several years, to be his treasury secretary, media reported on Friday. BothBloombergand theWall Street Journalcited people familiar with the matter. Wall Street has been closely watching who Trump will pick, especially given his plans to remake global trade through tariffs. Bessent has advocated for tax reform and deregulation, particularly to spur more bank lending and energy production, as noted in a recent opinion piece he wrote forThe Wall Street Journal. The market's surge after Trump's election victory, he wrote, signaled investor ""expectations of higher growth, lower volatility and inflation, and a revitalized economy for all Americans."" Bessent follows other financial luminaries who have taken the job, including former Goldman Sachs executives Robert Rubin, Hank Paulson and Steven Mnuchin, Trump's first Treasury chief. Janet Yellen, the current secretary and first woman in the job, previously chaired the Federal Reserve and White House Council of Economic Advisers.","world"
"198","Trump may seek dismissal of hush money case as sentencing delayed","https://www.geo.tv/latest/575803-trump-may-seek-dismissal-of-hush-money-case-sentencing-delayed","NEW YORK: Donald Trump may seek dismissal of the criminal case in which he was convicted in May of 34 felony counts involving hush money paid to an adult film actress, a judge ruled on Friday, while also indefinitely delaying Trump's sentencing in light of his victory in the November 5 US presidential election. The sentencing had been scheduled to take place next Tuesday. Prosecutors with Manhattan District Attorney Alvin Bragg's office this week asked New York state Supreme Court Justice Juan Merchan to consider deferring all proceedings in the case until after Trump, 78, finishes his four-year presidential term that begins on January 20, 2025. Lawyers for Trump, a Republican, have argued that the case must be dismissed because having it loom over him while he is president would cause ""unconstitutional impediments"" to his ability to govern. Bragg's office said it would argue against dismissal, but agreed that Trump deserves time to make his case through written motions. Merchan on Friday set a December 2 deadline for Trump to file his motion to dismiss and gave prosecutors until December 9 to respond. The judge did not set a new date for sentencing or indicate how long proceedings would remain on hold. The judge also did not indicate when he would rule on Trump's motion to dismiss. The case stemmed from a $130,000 payment Trump's former lawyer Michael Cohen made to an adult film actress for her silence before the 2016 election about a sexual encounter she has said she had a decade earlier with Trump, who denies it. A Manhattan jury found Trump guilty of falsifying business records to cover up his reimbursement of Cohen. It was the first time a US president — former or sitting — had been convicted of or charged with a criminal offence. Trump pleaded not guilty in the case, which he has sought to portray as a politically motivated attempt by Bragg, a Democrat, to interfere with his presidential campaign. ""The American People have issued a mandate to return him to office and dispose of all remnants of the Witch Hunt cases,"" Trump campaign spokesman Steven Cheung said in a statement. A spokesperson for Bragg's office declined to comment. Falsification of business records is punishable by up to four years in prison. Before he was elected, experts said it was unlikely — but not impossible — that Trump would face time behind bars, with punishments such as a fine or probation seen as more likely. Trump's victory over Democratic Vice President Kamala Harris in the Nov 5 election made the prospect of imposing a sentence of jail or probation even more politically fraught and impractical, given that a sentence could have impeded his ability to conduct the duties of the presidency. He was charged in three additional state and federal cases in 2023, one involving classified documents he kept after leaving office and two others involving his efforts to overturn his 2020 election loss. He pleaded not guilty in all three cases. A Florida-based federal judge in July dismissed the documents case. The Justice Department is now evaluating how to wind down the federal election-related case. Trump also faces state criminal charges in Georgia over his bid to reverse his 2020 loss in that state, but that case remains in limbo. As president, Trump would have no power to shut down the New York or Georgia cases because they were filed in state courts. His Justice Department may close the federal cases. Trump last week nominated his defence lawyers in the hush money case, Todd Blanche and Emil Bove, to serve senior roles at the Justice Department during his administration.","world"
"199","Jewels classed 'national treasure' snatched in French heist","https://www.geo.tv/latest/575783-jewels-classed-national-treasure-snatched-in-french-heist","LYON: Armed robbers snatched jewels worth millions from a work by famed Parisian goldsmith Joseph Chaumet and classed a national treasure in a brazen heist at a French museum. Motorbike-riding thieves arrived at the Hieron museum in Paray-le-Monial in central France at around 4pm (1500 GMT) on Thursday. Three entered the building and one stood guard outside, mayor Jean-Marc Nesme said. The group fired several shots before heading for the museum's star exhibit, a 3m (10ft) work executed in 1904 depicting the life of Christ in precious metals, jewels and ivory. Known as ""Via Vitae"", it is classed as a national treasure by France's culture ministry, with an estimated value of up to seven million euros ($7.3 million), mayor Nesme said Friday. The intruders sawed through the armoured glass protecting the piece with a power tool before snatching gold and ivory figurines as well as emerald decorations from the piece. The gigantic piece comprises 138 figures encrusted with diamonds and rubies set in marble of various shades and alabaster. As they fled on their motorbikes, the gang sowed spikes across the road to hobble two pursuing vehicles, police said. ""This is a great loss for Paray-le-Monial and for national heritage,"" mayor Nesme said. Staff and around 20 visitors present on the museum's ground floor had been ""traumatised"" by the violent intrusion, he added. The Hieron museum, one of France's oldest for sacred art, has previously been targeted by thieves. Two gold crowns were stolen in 2017, while there was another attempted robbery in 2022. Thursday's theft came a day after several precious objects including ornate snuffboxes were stolen from a central Paris museum. The broad daylight robbery saw thieves break into a display case with axes and baseball bats in full view of visitors and staff at the Cognacq-Jay musem.","world"
