Image,Original Name,Word Count Range,Article Number,Image Sequence,Font Size,Blur Level,Background Color,Gold Label,Response,WER,CER,word_count
519,40-60_23_01_base_12.jpg,40-60,23,1,12,0.0,white,وزیرتوانائی اویس لغاری نے کہا ہے ڈیولپمنٹ پارٹنرکیساتھ وعدے پورے کرنے ہیں،2.8کی شرح سے ترقی کریں گے تب بھی بجلی مہنگی ہوگی۔ انھوں نے ایک تقریب میں کہا کیا ہمارے پاس مزید پاور پلانٹ لگانے کی جگہ ہے؟ کیا صنعتی صارف کیلیے بجلی کی قیمت تبدیل کرسکتے ہیں؟ فیصل آباداورلاہورکے گرڈ پر انفرااسٹرکچرموجود ہے۔,وزیر توانائی اویس لغاری نے کہا ہے ڈویلپمنٹ پارٹنرز کے ساتھ وعدے پورے بورے کر رہے ہیں۔ 8.2 فیصد کی شرح سے ترقی کر رہے ہیں۔ بجلی مہنگی ہوگی۔ انہوں نے ایک تقریب میں کہا کیا ہمارے پاس مزید پاور پلانٹ لگانے کی جگہ ہے؟ کیا صنعتی صارف کیلئے بجلی کی قیمت تبدیل کر سکتے ہیں؟ فیصل آباد اور لاہور کے گردو نواح میں بجلی کی قیمت کم ہے۔,0.5925925925925926,0.21476510067114093,54
520,40-60_23_02_base_18.jpg,40-60,23,2,18,0.0,white,وزیرتوانائی اویس لغاری نے کہا ہے ڈیولپمنٹ پارٹنرکیساتھ وعدے پورے کرنے ہیں،2.8کی شرح سے ترقی کریں گے تب بھی بجلی مہنگی ہوگی۔ انھوں نے ایک تقریب میں کہا کیا ہمارے پاس مزید پاور پلانٹ لگانے کی جگہ ہے؟ کیا صنعتی صارف کیلیے بجلی کی قیمت تبدیل کرسکتے ہیں؟ فیصل آباداورلاہورکے گرڈ پر انفرااسٹرکچرموجود ہے۔,وزیر توانائی اویس لغاری نے کہا ہے ڈیولپمنٹ پارٹنر کے ساتھ وعدے پورے کرنے ہیں۔ 2.8 کی شرح سے ترقی کریں گے تب بھی بجلی مہنگی ہوگی۔ اٹھوں نے ایک تقریب میں کہا کیا ہمارے پاس مزید پاور پلانٹ لگانے کی جگہ ہے؟ کیا صنعتی صارف کیلئے بجلی کی قیمت تبدیل کر سکتے ہیں؟ فیصل آباد اور لاہور کے گرد پاور انفراسٹرکچر موجود ہے۔,0.37037037037037035,0.06040268456375839,54
521,40-60_23_02_base_18_bg-light_yellow.jpg,40-60,23,2,18,0.0,light_yellow,وزیرتوانائی اویس لغاری نے کہا ہے ڈیولپمنٹ پارٹنرکیساتھ وعدے پورے کرنے ہیں،2.8کی شرح سے ترقی کریں گے تب بھی بجلی مہنگی ہوگی۔ انھوں نے ایک تقریب میں کہا کیا ہمارے پاس مزید پاور پلانٹ لگانے کی جگہ ہے؟ کیا صنعتی صارف کیلیے بجلی کی قیمت تبدیل کرسکتے ہیں؟ فیصل آباداورلاہورکے گرڈ پر انفرااسٹرکچرموجود ہے۔,وزیر توانائی اویس لغاری نے کہا ہے ڈیولپمنٹ پارٹنر کیساتھ وعدے پورے کرنے ہیں 2.8 کی شرح سے ترقی کریں گے تب بھی بجلی مہنگی ہوگی۔ اٹھوں نے ایک تقریب میں کہا کیا ہمارے پاس مزید پاور پلانٹ لگانے کی جگہ ہے؟ کیا صنعتی صارف کیلئے بجلی کی قیمت تبدیل کر سکتے ہیں؟ فیصل آباد اور لاہور کے گرد پاور انفراسٹرکچر موجود ہے۔,0.35185185185185186,0.050335570469798654,54
522,40-60_23_02_base_18_bg-slate_gray.jpg,40-60,23,2,18,0.0,slate_gray,وزیرتوانائی اویس لغاری نے کہا ہے ڈیولپمنٹ پارٹنرکیساتھ وعدے پورے کرنے ہیں،2.8کی شرح سے ترقی کریں گے تب بھی بجلی مہنگی ہوگی۔ انھوں نے ایک تقریب میں کہا کیا ہمارے پاس مزید پاور پلانٹ لگانے کی جگہ ہے؟ کیا صنعتی صارف کیلیے بجلی کی قیمت تبدیل کرسکتے ہیں؟ فیصل آباداورلاہورکے گرڈ پر انفرااسٹرکچرموجود ہے۔,وزیر توانائی اویس لغاری نے کہا ہے کہ ڈیولپمنٹ پارٹز کیا شرائط پر مزید قرضے دے رہے ہیں؟ 2.8 کی شرح سے قرضے کر رہے ہیں تب بھی بجلی مہنگی ہوگی۔ انہوں نے ایک تقریب میں کہا کیا ادارے کے پاس مزید پلانٹ لگانے کی بجائے؟ کیا صنعتی صارف کیلئے اسلام آباد اور لاہور کے گریڈ پر افسران مقرر موجود ہے۔,0.6666666666666666,0.3422818791946309,54
523,40-60_23_02_base_18_blur-0.75.jpg,40-60,23,2,18,0.75,white,وزیرتوانائی اویس لغاری نے کہا ہے ڈیولپمنٹ پارٹنرکیساتھ وعدے پورے کرنے ہیں،2.8کی شرح سے ترقی کریں گے تب بھی بجلی مہنگی ہوگی۔ انھوں نے ایک تقریب میں کہا کیا ہمارے پاس مزید پاور پلانٹ لگانے کی جگہ ہے؟ کیا صنعتی صارف کیلیے بجلی کی قیمت تبدیل کرسکتے ہیں؟ فیصل آباداورلاہورکے گرڈ پر انفرااسٹرکچرموجود ہے۔,"وزیر توانائی اویس لغاری نے کہا ہے ڈویلپمنٹ پارٹنر کے ساتھ وعدے پورے کرنے ہیں۔ 2.8 کی شرح سے ترقی کریں گے تب بھی بجلی مہنگی ہوگی۔ 
اٹھوں نے ایک تقریب میں کہا کیا ہمارے پاس مزید پاور پلانٹ لگانے کی جگہ ہے؟ کیا صنعتی صارف کیلئے بجلی کی قیمت تبدیل کر سکتے ہیں؟ فیصل 
آباد اور لاہور کے گرد پاور انفراسٹرکچر موجود ہے۔",0.3888888888888889,0.0738255033557047,54
524,40-60_23_02_base_18_blur-1.5.jpg,40-60,23,2,18,1.5,white,وزیرتوانائی اویس لغاری نے کہا ہے ڈیولپمنٹ پارٹنرکیساتھ وعدے پورے کرنے ہیں،2.8کی شرح سے ترقی کریں گے تب بھی بجلی مہنگی ہوگی۔ انھوں نے ایک تقریب میں کہا کیا ہمارے پاس مزید پاور پلانٹ لگانے کی جگہ ہے؟ کیا صنعتی صارف کیلیے بجلی کی قیمت تبدیل کرسکتے ہیں؟ فیصل آباداورلاہورکے گرڈ پر انفرااسٹرکچرموجود ہے۔,وزیر توانائی اویس لغاری نے کہا ہے ڈیوپمنٹ پارٹنر کیا ساتھ وعدے پورے کرنے ہیں۔ 2.8 کی شرح سے ترقی کریں گے تب بھی بجلی مہنگی ہوگی۔ انہوں نے ایک تقریب میں کہا کیا ہمارے پاس مزید پاور پلانٹ لگانے کی گنجائش موجود ہے؟ کیا صنعتی صارف کیلئے اضافی قیمت تبدیل کر سکتے ہیں؟ فیصل آباد اور لاہور کے کرنٹ افسران سٹیج پر موجود ہے۔,0.46296296296296297,0.15100671140939598,54
525,40-60_23_03_base_24.jpg,40-60,23,3,24,0.0,white,وزیرتوانائی اویس لغاری نے کہا ہے ڈیولپمنٹ پارٹنرکیساتھ وعدے پورے کرنے ہیں،2.8کی شرح سے ترقی کریں گے تب بھی بجلی مہنگی ہوگی۔ انھوں نے ایک تقریب میں کہا کیا ہمارے پاس مزید پاور پلانٹ لگانے کی جگہ ہے؟ کیا صنعتی صارف کیلیے بجلی کی قیمت تبدیل کرسکتے ہیں؟ فیصل آباداورلاہورکے گرڈ پر انفرااسٹرکچرموجود ہے۔,وزیر توانائی اویس لغاری نے کہا ہے ڈیولپمنٹ پارٹنر کیساتھ وعدے پورے کرنے ہیں، 2.8 کی شرح سے ترقی کریں گے تب بھی بجلی مہنگی ہوگی۔ انہوں نے ایک تقریب میں کہا کہ ہمارے پاس مزید پاور پلانٹ لگانے کی جگہ ہے،؟ کیا صنعتی صارف کیلئے بجلی کی قیمت تبدیل کر سکتے ہیں؟ فیصل آباد اور لاہور کے گرد ڈپر انفراسٹرکچر موجود ہے۔,0.3888888888888889,0.05704697986577181,54
526,40-60_24_01_base_12.jpg,40-60,24,1,12,0.0,white,ایشیائی ترقیاتی بینک نے ایک رپورٹ میں کہا ہے کہ موسمیاتی تبدیلی کے پیش نظر موسموں کی شدت کا مقابلہ کرنے کیلیے پاکستان میں بجلی سمیت توانائی کی طلب میں غیرمعمولی اضافے کا امکان ہے۔ آئندہ 10سال میں بجلی کی طلب دس فیصد، 2050 میں 20 فیصد سے زائد تک بڑھ سکتی ہے۔,ایشیائی ترقیاتی بینک نے ایک رپورٹ میں کہا ہے کہ موسمیاتی تبدیلی کے پیش نظر موسمیوں کی شدت کا مقابلہ کرنے کیلئے پاکستان میں بجلی کی طلب میں غیر معمولی اضافے کا امکان ہے۔ آئندہ 10 سال میں بجلی کی طلب میں 2050 میں 20 فیصد سے زائد تک بڑھنے کی ہے۔,0.22641509433962265,0.10894941634241245,53
527,40-60_24_02_base_18.jpg,40-60,24,2,18,0.0,white,ایشیائی ترقیاتی بینک نے ایک رپورٹ میں کہا ہے کہ موسمیاتی تبدیلی کے پیش نظر موسموں کی شدت کا مقابلہ کرنے کیلیے پاکستان میں بجلی سمیت توانائی کی طلب میں غیرمعمولی اضافے کا امکان ہے۔ آئندہ 10سال میں بجلی کی طلب دس فیصد، 2050 میں 20 فیصد سے زائد تک بڑھ سکتی ہے۔,ایشیائی ترقیاتی بینک نے ایک رپورٹ میں کہا ہے کہ موسمیاتی تبدیلی کے پیش نظر موسموں کی شدت کا مقابلہ کرنے کیلئے پاکستان میں بجلی سمیت توانائی کی طلب میں غیر معمولی اضافے کا امکان ہے۔ آئندہ 10 سال میں بجلی کی طلب 2050 میں 20 فیصد سے زائد تک بڑھ سکتی ہے۔,0.1320754716981132,0.04669260700389105,53
528,40-60_24_02_base_18_bg-light_yellow.jpg,40-60,24,2,18,0.0,light_yellow,ایشیائی ترقیاتی بینک نے ایک رپورٹ میں کہا ہے کہ موسمیاتی تبدیلی کے پیش نظر موسموں کی شدت کا مقابلہ کرنے کیلیے پاکستان میں بجلی سمیت توانائی کی طلب میں غیرمعمولی اضافے کا امکان ہے۔ آئندہ 10سال میں بجلی کی طلب دس فیصد، 2050 میں 20 فیصد سے زائد تک بڑھ سکتی ہے۔,ایشیائی ترقیاتی بینک نے ایک رپورٹ میں کہا ہے کہ موسمیاتی تبدیلی کے پیش نظر موسموں کی شدت کا مقابلہ کرنے کیلئے پاکستان میں بجلی سمیت توانائی کی طلب میں غیر معمولی اضافے کا امکان ہے۔ آئندہ 10 سال میں بجلی کی طلب 2050 میں 20 فیصد سے زائد تک بڑھ سکتی ہے۔,0.1320754716981132,0.04669260700389105,53
529,40-60_24_02_base_18_bg-slate_gray.jpg,40-60,24,2,18,0.0,slate_gray,ایشیائی ترقیاتی بینک نے ایک رپورٹ میں کہا ہے کہ موسمیاتی تبدیلی کے پیش نظر موسموں کی شدت کا مقابلہ کرنے کیلیے پاکستان میں بجلی سمیت توانائی کی طلب میں غیرمعمولی اضافے کا امکان ہے۔ آئندہ 10سال میں بجلی کی طلب دس فیصد، 2050 میں 20 فیصد سے زائد تک بڑھ سکتی ہے۔,ایشین ترقیاتی بینک نے ایک رپورٹ میں کہا ہے کہ موسمیاتی تبدیلی کے پیش نظر موسموں کی شدت کا مقابلہ کرنے کیلئے پاکستان میں بجلی سمیت توانائی کی طلب میں غیر معمولی اضافے کا امکان ہے۔ آئندہ 10 سال میں بجلی کی طلب 2050 میں 20 فیصد سے زائد تک بڑھ سکتی ہے۔,0.1509433962264151,0.058365758754863814,53
530,40-60_24_02_base_18_blur-0.75.jpg,40-60,24,2,18,0.75,white,ایشیائی ترقیاتی بینک نے ایک رپورٹ میں کہا ہے کہ موسمیاتی تبدیلی کے پیش نظر موسموں کی شدت کا مقابلہ کرنے کیلیے پاکستان میں بجلی سمیت توانائی کی طلب میں غیرمعمولی اضافے کا امکان ہے۔ آئندہ 10سال میں بجلی کی طلب دس فیصد، 2050 میں 20 فیصد سے زائد تک بڑھ سکتی ہے۔,ایشیائی ترقیاتی بینک نے ایک رپورٹ میں کہا ہے کہ موسمیاتی تبدیلی کے پیش نظر موسموں کی شدت کا مقابلہ کرنے کیلئے پاکستان میں بجلی سمیت توانائی کی طلب میں غیر معمولی اضافے کا امکان ہے۔ آئندہ 10 سال میں بجلی کی طلب 2050 میں 20 فیصد سے زائد تک بڑھ سکتی ہے۔,0.1320754716981132,0.04669260700389105,53
531,40-60_24_02_base_18_blur-1.5.jpg,40-60,24,2,18,1.5,white,ایشیائی ترقیاتی بینک نے ایک رپورٹ میں کہا ہے کہ موسمیاتی تبدیلی کے پیش نظر موسموں کی شدت کا مقابلہ کرنے کیلیے پاکستان میں بجلی سمیت توانائی کی طلب میں غیرمعمولی اضافے کا امکان ہے۔ آئندہ 10سال میں بجلی کی طلب دس فیصد، 2050 میں 20 فیصد سے زائد تک بڑھ سکتی ہے۔,ایشیائی ترقیاتی بینک نے ایک رپورٹ میں کہا ہے کہ موسمیاتی تبدیلی کے پیش نظر موسموں کی شدت کا مقابلہ کرنے کیلئے پاکستان میں بجلی سمیت توانائی کی طلب میں غیر معمولی اضافے کا امکان ہے۔ آئندہ 10 سال میں بجلی کی طلب 2050 میں 20 فیصد سے زائد تک بڑھ سکتی ہے۔,0.1320754716981132,0.04669260700389105,53
532,40-60_24_03_base_24.jpg,40-60,24,3,24,0.0,white,ایشیائی ترقیاتی بینک نے ایک رپورٹ میں کہا ہے کہ موسمیاتی تبدیلی کے پیش نظر موسموں کی شدت کا مقابلہ کرنے کیلیے پاکستان میں بجلی سمیت توانائی کی طلب میں غیرمعمولی اضافے کا امکان ہے۔ آئندہ 10سال میں بجلی کی طلب دس فیصد، 2050 میں 20 فیصد سے زائد تک بڑھ سکتی ہے۔,ایشیائی ترقیاتی بینک نے ایک رپورٹ میں کہا ہے کہ موسمیاتی تبدیلی کے پیش نظر موسموں کی شدت کا مقابلہ کرنے کیلئے پاکستان میں بجلی سمیت توانائی کی طلب میں غیر معمولی اضافے کا امکان ہے۔ آئندہ 10 سال میں بجلی کی طلب دس فیصد، 2050 میں 20 فیصد سے زائد تک بڑھ سکتی ہے۔,0.09433962264150944,0.011673151750972763,53
533,40-60_25_01_base_12.jpg,40-60,25,1,12,0.0,white,گورنر اسٹیٹ بینک جمیل احمد کی زیر صدارت مرکزی بینک کے مانیٹری پالیسی کمیٹی کا اجلاس آج ہو گا۔ ذرائع کے مطابق اجلاس میں ملک کی مائیکرو اور میکرو اکنامک صورتحال کے علاوہ بین الاقوامی حالات کا جائزہ لیا جائے گا، بعد ازاں پالیسی ریٹ کا اعلان کیا جائے گا۔,گورنر اسٹیٹ بینک جمیل احمد کی زیر صدارت مرکزی بینک کے مانیٹری پالیسی کمیٹی کا اجلاس آج ہوگا۔ اجلاس کے مطابق ملک کی مالیاتی صورتحال کے علاوہ بین الاقوامی حالات کا جائزہ لیا جائے گا۔ بعد ازاں پالیسی ریٹ کا اعلان کیا جائے گا۔,0.22,0.15139442231075698,50
534,40-60_25_02_base_18.jpg,40-60,25,2,18,0.0,white,گورنر اسٹیٹ بینک جمیل احمد کی زیر صدارت مرکزی بینک کے مانیٹری پالیسی کمیٹی کا اجلاس آج ہو گا۔ ذرائع کے مطابق اجلاس میں ملک کی مائیکرو اور میکرو اکنامک صورتحال کے علاوہ بین الاقوامی حالات کا جائزہ لیا جائے گا، بعد ازاں پالیسی ریٹ کا اعلان کیا جائے گا۔,گورنر اسٹیٹ بینک جمیل احمد کی زیر صدارت مرکزی بینک کے مانیٹری پالیسی کمیٹی کا اجلاس آج ہوگا۔ ذرائع کے مطابق اجلاس میں ملک کی مائیکرو اور میکرو اکنامک صورتحال کا جائزہ لیا جائے گا۔ بعد ازاں پالیسی ریٹ کا اعلان کیا جائے گا۔,0.18,0.12749003984063745,50
535,40-60_25_02_base_18_bg-light_yellow.jpg,40-60,25,2,18,0.0,light_yellow,گورنر اسٹیٹ بینک جمیل احمد کی زیر صدارت مرکزی بینک کے مانیٹری پالیسی کمیٹی کا اجلاس آج ہو گا۔ ذرائع کے مطابق اجلاس میں ملک کی مائیکرو اور میکرو اکنامک صورتحال کے علاوہ بین الاقوامی حالات کا جائزہ لیا جائے گا، بعد ازاں پالیسی ریٹ کا اعلان کیا جائے گا۔,گورنر اسٹیٹ بینک جمیل احمد کی زیر صدارت مرکزی بینک کے مانیٹری پالیسی کمیٹی کا اجلاس آج ہوگا۔ ذرائع کے مطابق اجلاس میں ملک کی مائیکرو اور میکرو اکنامک صورتحال کا جائزہ لیا جائے گا، بعد ازاں پالیسی ریٹ کا اعلان کیا جائے گا۔,0.16,0.12350597609561753,50
536,40-60_25_02_base_18_bg-slate_gray.jpg,40-60,25,2,18,0.0,slate_gray,گورنر اسٹیٹ بینک جمیل احمد کی زیر صدارت مرکزی بینک کے مانیٹری پالیسی کمیٹی کا اجلاس آج ہو گا۔ ذرائع کے مطابق اجلاس میں ملک کی مائیکرو اور میکرو اکنامک صورتحال کے علاوہ بین الاقوامی حالات کا جائزہ لیا جائے گا، بعد ازاں پالیسی ریٹ کا اعلان کیا جائے گا۔,گورنر اسٹیٹ بینک جمیل احمد کی زیر صدارت مرکزی بینک کی مانیٹری پالیسی کمیٹی کا اجلاس آج ہوگا۔ ذرائع کے مطابق اجلاس میں ملک کی مانیٹری اور معاشی صورتحال کا جائزہ لیا جائے گا، بعد ازاں پالیسی ریٹ کا اعلان کیا جائے گا۔,0.24,0.17928286852589642,50
537,40-60_25_02_base_18_blur-0.75.jpg,40-60,25,2,18,0.75,white,گورنر اسٹیٹ بینک جمیل احمد کی زیر صدارت مرکزی بینک کے مانیٹری پالیسی کمیٹی کا اجلاس آج ہو گا۔ ذرائع کے مطابق اجلاس میں ملک کی مائیکرو اور میکرو اکنامک صورتحال کے علاوہ بین الاقوامی حالات کا جائزہ لیا جائے گا، بعد ازاں پالیسی ریٹ کا اعلان کیا جائے گا۔,گورنر اسٹیٹ بینک جمیل احمد کی زیر صدارت مرکزی بینک کے مانیٹری پالیسی کمیٹی کا اجلاس آج ہوگا۔ ذرائع کے مطابق اجلاس میں ملک کی مائیکرو اور میکرو اکنامک صورتحال کا جائزہ لیا جائے گا۔ بعد ازاں پالیسی ریٹ کا اعلان کیا جائے گا۔,0.18,0.12749003984063745,50
538,40-60_25_02_base_18_blur-1.5.jpg,40-60,25,2,18,1.5,white,گورنر اسٹیٹ بینک جمیل احمد کی زیر صدارت مرکزی بینک کے مانیٹری پالیسی کمیٹی کا اجلاس آج ہو گا۔ ذرائع کے مطابق اجلاس میں ملک کی مائیکرو اور میکرو اکنامک صورتحال کے علاوہ بین الاقوامی حالات کا جائزہ لیا جائے گا، بعد ازاں پالیسی ریٹ کا اعلان کیا جائے گا۔,گورنر اسٹیٹ بینک جمیل احمد کی زیر صدارت مرکزی بینک کے مانیٹری پالیسی کمیٹی کا اجلاس آج ہوگا۔ اجلاس میں ملک کی معاشی و دیگر صورتحال کا جائزہ لیا جائے گا۔ بعد ازاں پالیسی ریٹ کا اعلان کیا جائے گا۔,0.32,0.2549800796812749,50
539,40-60_25_03_base_24.jpg,40-60,25,3,24,0.0,white,گورنر اسٹیٹ بینک جمیل احمد کی زیر صدارت مرکزی بینک کے مانیٹری پالیسی کمیٹی کا اجلاس آج ہو گا۔ ذرائع کے مطابق اجلاس میں ملک کی مائیکرو اور میکرو اکنامک صورتحال کے علاوہ بین الاقوامی حالات کا جائزہ لیا جائے گا، بعد ازاں پالیسی ریٹ کا اعلان کیا جائے گا۔,گورنر اسٹیٹ بینک جمیل احمد کی زیر صدارت مرکزی پالیسی کمیٹی کا اجلاس آج ہوگا۔ ذرائع کے مطابق اجلاس میں ملک کی مائیکرو اور میکرو اکنامک صورتحال کے علاوہ بین الاقوامی حالات کا جائزہ لیا جائے گا، بعد ازاں اس پالیسی ریٹ کا اعلان کیا جائے گا۔,0.14,0.08764940239043825,50
540,40-60_26_01_base_12.jpg,40-60,26,1,12,0.0,white,اسٹیٹ بینک کے ذخائر زرمبادلہ گزشتہ 31 ماہ میں نمایاں اضافے کیساتھ  11.16 ارب ڈالر تک پہنچ گئے۔ اسٹیٹ بینک کے جاری اعدادوشمارکے مطابق 25 اکتوبر کو ختم ہونیوالے ہفتہ کو زرمبادلہ کے سرکاری ذخائر 116 ملین اضافہ سے 11.16 ارب ڈالر تک بڑھ گئے جو گزشتہ 31 ماہ کی بلند ترین سطح ہے۔,اسٹیٹ بینک کے ذخائر 31 ماہ میں اضافہ کے بعد 11.16 ارب ڈالر تک پہنچ گئے۔ اسٹیٹ بینک کے جاری اعدادوشمار کے مطابق 25 اکتوبر کو ختم ہونے والے ہفتہ کو زرمبادلہ کے سرکاری ذخائر 116 ملین اضافہ سے 11.16 ارب ڈالر تک بڑھ گئے جو گزشتہ 31 ماہ کی بلند ترین سطح ہے۔,0.16666666666666666,0.11764705882352941,54
541,40-60_26_02_base_18.jpg,40-60,26,2,18,0.0,white,اسٹیٹ بینک کے ذخائر زرمبادلہ گزشتہ 31 ماہ میں نمایاں اضافے کیساتھ  11.16 ارب ڈالر تک پہنچ گئے۔ اسٹیٹ بینک کے جاری اعدادوشمارکے مطابق 25 اکتوبر کو ختم ہونیوالے ہفتہ کو زرمبادلہ کے سرکاری ذخائر 116 ملین اضافہ سے 11.16 ارب ڈالر تک بڑھ گئے جو گزشتہ 31 ماہ کی بلند ترین سطح ہے۔,اسٹیٹ بینک کے ذخائر زرمبادلہ گزشتہ 31 ماہ کی بلند ترین سطح پر پہنچ گئے۔ اسٹیٹ بینک کے جاری اعداد و شمار کے مطابق 25 اکتوبر کو ختم ہونے والے ہفتہ کو زرمبادلہ کے سرکاری ذخائر 116 ملین اضافے سے 1.16 ارب ڈالر تک بڑھ گئے جو گزشتہ 31 ماہ کی بلند ترین سطح ہے۔,0.2962962962962963,0.15441176470588236,54
542,40-60_26_02_base_18_bg-light_yellow.jpg,40-60,26,2,18,0.0,light_yellow,اسٹیٹ بینک کے ذخائر زرمبادلہ گزشتہ 31 ماہ میں نمایاں اضافے کیساتھ  11.16 ارب ڈالر تک پہنچ گئے۔ اسٹیٹ بینک کے جاری اعدادوشمارکے مطابق 25 اکتوبر کو ختم ہونیوالے ہفتہ کو زرمبادلہ کے سرکاری ذخائر 116 ملین اضافہ سے 11.16 ارب ڈالر تک بڑھ گئے جو گزشتہ 31 ماہ کی بلند ترین سطح ہے۔,اسٹیٹ بینک کے ذخائر زرمبادلہ گزشتہ 31 ماہ میں نمایاں اضافے کے ساتھ 11.16 ارب ڈالر تک پہنچ گئے۔ اسٹیٹ بینک کے جاری اعداد و شمار کے مطابق 25 اکتوبر کو ختم ہونے والے ہفتہ کو زرمبادلہ کے سرکاری ذخائر 116 ملین اضافے سے 11.16 ارب ڈالر تک بڑھ گئے جو گزشتہ 31 ماہ کی بلند ترین سطح ہے۔,0.16666666666666666,0.03308823529411765,54
543,40-60_26_02_base_18_bg-slate_gray.jpg,40-60,26,2,18,0.0,slate_gray,اسٹیٹ بینک کے ذخائر زرمبادلہ گزشتہ 31 ماہ میں نمایاں اضافے کیساتھ  11.16 ارب ڈالر تک پہنچ گئے۔ اسٹیٹ بینک کے جاری اعدادوشمارکے مطابق 25 اکتوبر کو ختم ہونیوالے ہفتہ کو زرمبادلہ کے سرکاری ذخائر 116 ملین اضافہ سے 11.16 ارب ڈالر تک بڑھ گئے جو گزشتہ 31 ماہ کی بلند ترین سطح ہے۔,اسٹیٹ بینک کے فنانسز رماہولہ گزشتہ 31 دسمبر میں نمایاں اضافے کیساتھ 11.16 ارب ڈالر تک پہنچ گئے۔ اسٹیٹ بینک کے جاری اعداد و شمار کے مطابق 25 اکتوبر کو ختم ہونے والے ہفتہ کو زر مبادلہ کے ذخائر میں اضافے سے 11.16 ارب ڈالر تک بڑھ گئے جو گزشتہ 31 ماہ کی بلند ترین سطح ہے۔,0.2777777777777778,0.125,54
544,40-60_26_02_base_18_blur-0.75.jpg,40-60,26,2,18,0.75,white,اسٹیٹ بینک کے ذخائر زرمبادلہ گزشتہ 31 ماہ میں نمایاں اضافے کیساتھ  11.16 ارب ڈالر تک پہنچ گئے۔ اسٹیٹ بینک کے جاری اعدادوشمارکے مطابق 25 اکتوبر کو ختم ہونیوالے ہفتہ کو زرمبادلہ کے سرکاری ذخائر 116 ملین اضافہ سے 11.16 ارب ڈالر تک بڑھ گئے جو گزشتہ 31 ماہ کی بلند ترین سطح ہے۔,اسٹیٹ بینک کے ذخائر زرمبادلہ 31 ماہ میں نمایاں اضافے کے ساتھ 11.16 ارب ڈالر تک پہنچ گئے۔ اسٹیٹ بینک کے جاری اعداد و شمار کے مطابق 25 اکتوبر کو ختم ہونے والے ہفتہ کو زرمبادلہ کے سرکاری ذخائر 116 ملین اضافے سے 11.16 ارب ڈالر تک بڑھ گئے جو گزشتہ 31 ماہ کی بلند ترین سطح ہے۔,0.18518518518518517,0.05514705882352941,54
545,40-60_26_02_base_18_blur-1.5.jpg,40-60,26,2,18,1.5,white,اسٹیٹ بینک کے ذخائر زرمبادلہ گزشتہ 31 ماہ میں نمایاں اضافے کیساتھ  11.16 ارب ڈالر تک پہنچ گئے۔ اسٹیٹ بینک کے جاری اعدادوشمارکے مطابق 25 اکتوبر کو ختم ہونیوالے ہفتہ کو زرمبادلہ کے سرکاری ذخائر 116 ملین اضافہ سے 11.16 ارب ڈالر تک بڑھ گئے جو گزشتہ 31 ماہ کی بلند ترین سطح ہے۔,اسٹیٹ بینک کے ذخائر زر مبادلہ گزشتہ 31 ماہ میں نمایاں اضافے کے ساتھ 11.16 ارب ڈالر تک پہنچ گئے۔ اسٹیٹ بینک کے جاری اعداد و شمار کے مطابق 25 اکتوبر کو ختم ہونے والے ہفتے کو زر مبادلہ کے ذخائر میں اضافے سے 11.16 ارب ڈالر تک بڑھ گئے جو گزشتہ 31 ماہ کی بلند ترین سطح ہے۔,0.3148148148148148,0.09191176470588236,54
546,40-60_26_03_base_24.jpg,40-60,26,3,24,0.0,white,اسٹیٹ بینک کے ذخائر زرمبادلہ گزشتہ 31 ماہ میں نمایاں اضافے کیساتھ  11.16 ارب ڈالر تک پہنچ گئے۔ اسٹیٹ بینک کے جاری اعدادوشمارکے مطابق 25 اکتوبر کو ختم ہونیوالے ہفتہ کو زرمبادلہ کے سرکاری ذخائر 116 ملین اضافہ سے 11.16 ارب ڈالر تک بڑھ گئے جو گزشتہ 31 ماہ کی بلند ترین سطح ہے۔,اسٹیٹ بینک کے ذخائر زرمبادلہ گزشتہ 31 ماہ میں نمایاں اضافے کیساتھ 11.16 ارب ڈالر تک پہنچ گئے۔ اسٹیٹ بینک کے جاری اعداد و شمار کے مطابق 25 اکتوبر کو ختم ہونیوالے ہفتہ کو زرمبادلہ کے سرکاری ذخائر 116 ملین اضافہ سے 11.16 ارب ڈالر تک بڑھ گئے جو گزشتہ 31 ماہ کی بلند ترین سطح ہے۔,0.07407407407407407,0.014705882352941176,54
547,40-60_27_01_base_12.jpg,40-60,27,1,12,0.0,white,پاکستان اور آسٹریلیا کے درمیان سیریز کا تیسرا اور فیصلہ کن معرکہ کل (اتوار) کو کھیلا جائے گا۔ دونوں ٹیمیں پرتھ کے تاریخی کرکٹ گراؤنڈ میں مدمقابل آئیں گی، میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔ پاکستان اور آسٹریلیا کے درمیان سیریز 1-1 سے برابر ہے۔,پاکستان اور آسٹریلیا کے درمیان سیریز کا تیسرا اور فیصلہ کن معرکہ کل (اتوار) کو کھیلا جائے گا۔ دونوں ٹیمیں یہ میچ جیت کر فتح کا مزہ چکھنے کے لئے گراؤنڈ میں مد مقابل آئیں گی، میچ پاکستانی وقت کے مطابق صبح 8:30 بجے شروع ہوگا۔ پاکستان اور آسٹریلیا کے درمیان سیریز 1-1 سے برابر ہے۔,0.30612244897959184,0.13846153846153847,49
