Image,Original Name,Word Count Range,Article Number,Image Sequence,Font Size,Blur Level,Background Color,True Labels
313,180-200_23_02_base_18_blur-0.75.jpg,180-200,23,02,18,0.75,white,"Олимони Донишгоҳи Федералии Шарқи Дур (ДФШД) дар баҳри Ҷопон бактерияҳои ба сардӣ тобоваре пайдо намуданд, ки қобилияти ҷаббида гирифтани нафтро  доранд: дар оянда ин барои сохтани маҳсулоти биологӣ баҳри тоза кардани об аз ифлосиҳои нафтӣ кумак хоҳад кард. Тавре АМИТ «Ховар» бо истинод ба РИА «Новости» иттилоъ медиҳад,  дар ин хусус ДФШД хабар додааст. «Дар ҷараёни таҳқиқоти васеъ олимони Институти уқёнуси ҷаҳонии ДФШД дар баҳри Ҷопон бактерияҳое пайдо карданд, ки бори аввал қобилияти вайрон кардани нафтро нишон доданд. Ғайр аз омӯзиши гуногунии намудҳои микроорганизмҳои оксидкунандаи карбогидрид, олимон тадқиқот гузарониданд, ки дар он қобилияти баланди бактерияҳои бадастомада барои вайрон кардани пайвастагиҳои гуногуни нафт дар шароити ҳарорати паст ошкор карда шуд», — омадааст дар хабари дафтари матбуот. «Афзалияти таъмӣ»-и ғайримаъмулӣ дар 12 намуди бактерияҳо, аз ҷумла- Idiomarina maritima, Gracilibacillus massiliensis, Lechevaleria flava, Jeotgalibacillus marinus ва ғайра пайдо карда шуд. Кушодани геноми бактерияҳои ошкоршуда имкон медиҳад, ки механизмҳои кори генҳо ва ферментҳое, ки дар таҷзияи нафт дар баҳрҳои Шарқи Дур иштирок мекунанд, дақиқтар фаҳмида шавад. Дар асоси натиҷаҳои бадастомада эҳтимол дорад, ки технологияҳои самараноки мониторинги ифлосшавии нафтии обҳои баҳрӣ ва минбаъд- технологияи тозакунии онҳо таҳия карда шавад."
314,180-200_23_02_base_18_blur-1.5.jpg,180-200,23,02,18,1.5,white,"Олимони Донишгоҳи Федералии Шарқи Дур (ДФШД) дар баҳри Ҷопон бактерияҳои ба сардӣ тобоваре пайдо намуданд, ки қобилияти ҷаббида гирифтани нафтро  доранд: дар оянда ин барои сохтани маҳсулоти биологӣ баҳри тоза кардани об аз ифлосиҳои нафтӣ кумак хоҳад кард. Тавре АМИТ «Ховар» бо истинод ба РИА «Новости» иттилоъ медиҳад,  дар ин хусус ДФШД хабар додааст. «Дар ҷараёни таҳқиқоти васеъ олимони Институти уқёнуси ҷаҳонии ДФШД дар баҳри Ҷопон бактерияҳое пайдо карданд, ки бори аввал қобилияти вайрон кардани нафтро нишон доданд. Ғайр аз омӯзиши гуногунии намудҳои микроорганизмҳои оксидкунандаи карбогидрид, олимон тадқиқот гузарониданд, ки дар он қобилияти баланди бактерияҳои бадастомада барои вайрон кардани пайвастагиҳои гуногуни нафт дар шароити ҳарорати паст ошкор карда шуд», — омадааст дар хабари дафтари матбуот. «Афзалияти таъмӣ»-и ғайримаъмулӣ дар 12 намуди бактерияҳо, аз ҷумла- Idiomarina maritima, Gracilibacillus massiliensis, Lechevaleria flava, Jeotgalibacillus marinus ва ғайра пайдо карда шуд. Кушодани геноми бактерияҳои ошкоршуда имкон медиҳад, ки механизмҳои кори генҳо ва ферментҳое, ки дар таҷзияи нафт дар баҳрҳои Шарқи Дур иштирок мекунанд, дақиқтар фаҳмида шавад. Дар асоси натиҷаҳои бадастомада эҳтимол дорад, ки технологияҳои самараноки мониторинги ифлосшавии нафтии обҳои баҳрӣ ва минбаъд- технологияи тозакунии онҳо таҳия карда шавад."
315,180-200_23_03_base_24.jpg,180-200,23,03,24,0,white,"Олимони Донишгоҳи Федералии Шарқи Дур (ДФШД) дар баҳри Ҷопон бактерияҳои ба сардӣ тобоваре пайдо намуданд, ки қобилияти ҷаббида гирифтани нафтро  доранд: дар оянда ин барои сохтани маҳсулоти биологӣ баҳри тоза кардани об аз ифлосиҳои нафтӣ кумак хоҳад кард. Тавре АМИТ «Ховар» бо истинод ба РИА «Новости» иттилоъ медиҳад,  дар ин хусус ДФШД хабар додааст. «Дар ҷараёни таҳқиқоти васеъ олимони Институти уқёнуси ҷаҳонии ДФШД дар баҳри Ҷопон бактерияҳое пайдо карданд, ки бори аввал қобилияти вайрон кардани нафтро нишон доданд. Ғайр аз омӯзиши гуногунии намудҳои микроорганизмҳои оксидкунандаи карбогидрид, олимон тадқиқот гузарониданд, ки дар он қобилияти баланди бактерияҳои бадастомада барои вайрон кардани пайвастагиҳои гуногуни нафт дар шароити ҳарорати паст ошкор карда шуд», — омадааст дар хабари дафтари матбуот. «Афзалияти таъмӣ»-и ғайримаъмулӣ дар 12 намуди бактерияҳо, аз ҷумла- Idiomarina maritima, Gracilibacillus massiliensis, Lechevaleria flava, Jeotgalibacillus marinus ва ғайра пайдо карда шуд. Кушодани геноми бактерияҳои ошкоршуда имкон медиҳад, ки механизмҳои кори генҳо ва ферментҳое, ки дар таҷзияи нафт дар баҳрҳои Шарқи Дур иштирок мекунанд, дақиқтар фаҳмида шавад. Дар асоси натиҷаҳои бадастомада эҳтимол дорад, ки технологияҳои самараноки мониторинги ифлосшавии нафтии обҳои баҳрӣ ва минбаъд- технологияи тозакунии онҳо таҳия карда шавад."
316,180-200_24_01_base_12.jpg,180-200,24,01,12,0,white,"Теъдоди ҳодисаҳои гирифторӣ ба ковид дар Осиёи Ҷанубу Шарқӣ дар чаҳор ҳафтаи охир нисбат ба ҳамин давраи қаблӣ 481% зиёдтар аст. Тавре АМИТ «Ховар» бо истинод ба ТАСС иттилоъ медиҳад, дар ин бора рӯзи панҷшанбе Созмони умумиҷаҳонии тандурустӣ дар гузориши ҳарҳафтаинаи эпидемиологии худ хабар додааст. «Теъдоди ҳолатҳои нав, ки дар фосилаи 28 рӯз ба қайд гирифта шуд, дар шаш минтақа коҳиш ёфтааст: Африқо (-45%), ғарби Уқёнуси Ором (-39%), Амрикои Шимолӣ ва Лотинӣ (-33%) ва Аврупо (-22%). Ҳамзамон ин беморӣ дар ду минтақа афзоиш ёфтааст: Осиёи Ҷанубу Шарқӣ (+481%) ва Баҳри Миёназамини Шарқӣ (+144%)», — гуфта шудааст дар гузориш. Дар маҷмуъ, дар ҷаҳон 3 миллион ҳолати нави бемории ковид ба қайд гирифта шуда, беш аз 23 ҳазор нафар дар натиҷаи ин беморӣ фавтидаанд. Ин назар ба давраи 28-рӯза аз 13 феврал то 12 март 28 фоиз ва 30 фоиз камтар аст. СУТ барои пайгирии тамоюли беморӣ чаҳорчӯбаи муваққатии 28-рӯза истифода мебарад. Ин барои ба инобат гирифтани таъхирҳо дар гузориш дар бораи ҳолатҳои нави COVID, инчунин барои коҳиш додани таъсир ба омори тағйирёбии ҳарҳафтаина зарур аст. Давраи ҳисоботӣ аз 13 март то 9 апрелро дар бар гирифта, бо давраи аз 13 феврал то 12 март муқоиса карда мешавад."
317,180-200_24_02_base_18.jpg,180-200,24,02,18,0,white,"Теъдоди ҳодисаҳои гирифторӣ ба ковид дар Осиёи Ҷанубу Шарқӣ дар чаҳор ҳафтаи охир нисбат ба ҳамин давраи қаблӣ 481% зиёдтар аст. Тавре АМИТ «Ховар» бо истинод ба ТАСС иттилоъ медиҳад, дар ин бора рӯзи панҷшанбе Созмони умумиҷаҳонии тандурустӣ дар гузориши ҳарҳафтаинаи эпидемиологии худ хабар додааст. «Теъдоди ҳолатҳои нав, ки дар фосилаи 28 рӯз ба қайд гирифта шуд, дар шаш минтақа коҳиш ёфтааст: Африқо (-45%), ғарби Уқёнуси Ором (-39%), Амрикои Шимолӣ ва Лотинӣ (-33%) ва Аврупо (-22%). Ҳамзамон ин беморӣ дар ду минтақа афзоиш ёфтааст: Осиёи Ҷанубу Шарқӣ (+481%) ва Баҳри Миёназамини Шарқӣ (+144%)», — гуфта шудааст дар гузориш. Дар маҷмуъ, дар ҷаҳон 3 миллион ҳолати нави бемории ковид ба қайд гирифта шуда, беш аз 23 ҳазор нафар дар натиҷаи ин беморӣ фавтидаанд. Ин назар ба давраи 28-рӯза аз 13 феврал то 12 март 28 фоиз ва 30 фоиз камтар аст. СУТ барои пайгирии тамоюли беморӣ чаҳорчӯбаи муваққатии 28-рӯза истифода мебарад. Ин барои ба инобат гирифтани таъхирҳо дар гузориш дар бораи ҳолатҳои нави COVID, инчунин барои коҳиш додани таъсир ба омори тағйирёбии ҳарҳафтаина зарур аст. Давраи ҳисоботӣ аз 13 март то 9 апрелро дар бар гирифта, бо давраи аз 13 феврал то 12 март муқоиса карда мешавад."
318,180-200_24_02_base_18_bg-light_yellow.jpg,180-200,24,02,18,0,light_yellow,"Теъдоди ҳодисаҳои гирифторӣ ба ковид дар Осиёи Ҷанубу Шарқӣ дар чаҳор ҳафтаи охир нисбат ба ҳамин давраи қаблӣ 481% зиёдтар аст. Тавре АМИТ «Ховар» бо истинод ба ТАСС иттилоъ медиҳад, дар ин бора рӯзи панҷшанбе Созмони умумиҷаҳонии тандурустӣ дар гузориши ҳарҳафтаинаи эпидемиологии худ хабар додааст. «Теъдоди ҳолатҳои нав, ки дар фосилаи 28 рӯз ба қайд гирифта шуд, дар шаш минтақа коҳиш ёфтааст: Африқо (-45%), ғарби Уқёнуси Ором (-39%), Амрикои Шимолӣ ва Лотинӣ (-33%) ва Аврупо (-22%). Ҳамзамон ин беморӣ дар ду минтақа афзоиш ёфтааст: Осиёи Ҷанубу Шарқӣ (+481%) ва Баҳри Миёназамини Шарқӣ (+144%)», — гуфта шудааст дар гузориш. Дар маҷмуъ, дар ҷаҳон 3 миллион ҳолати нави бемории ковид ба қайд гирифта шуда, беш аз 23 ҳазор нафар дар натиҷаи ин беморӣ фавтидаанд. Ин назар ба давраи 28-рӯза аз 13 феврал то 12 март 28 фоиз ва 30 фоиз камтар аст. СУТ барои пайгирии тамоюли беморӣ чаҳорчӯбаи муваққатии 28-рӯза истифода мебарад. Ин барои ба инобат гирифтани таъхирҳо дар гузориш дар бораи ҳолатҳои нави COVID, инчунин барои коҳиш додани таъсир ба омори тағйирёбии ҳарҳафтаина зарур аст. Давраи ҳисоботӣ аз 13 март то 9 апрелро дар бар гирифта, бо давраи аз 13 феврал то 12 март муқоиса карда мешавад."
319,180-200_24_02_base_18_bg-slate_gray.jpg,180-200,24,02,18,0,slate_gray,"Теъдоди ҳодисаҳои гирифторӣ ба ковид дар Осиёи Ҷанубу Шарқӣ дар чаҳор ҳафтаи охир нисбат ба ҳамин давраи қаблӣ 481% зиёдтар аст. Тавре АМИТ «Ховар» бо истинод ба ТАСС иттилоъ медиҳад, дар ин бора рӯзи панҷшанбе Созмони умумиҷаҳонии тандурустӣ дар гузориши ҳарҳафтаинаи эпидемиологии худ хабар додааст. «Теъдоди ҳолатҳои нав, ки дар фосилаи 28 рӯз ба қайд гирифта шуд, дар шаш минтақа коҳиш ёфтааст: Африқо (-45%), ғарби Уқёнуси Ором (-39%), Амрикои Шимолӣ ва Лотинӣ (-33%) ва Аврупо (-22%). Ҳамзамон ин беморӣ дар ду минтақа афзоиш ёфтааст: Осиёи Ҷанубу Шарқӣ (+481%) ва Баҳри Миёназамини Шарқӣ (+144%)», — гуфта шудааст дар гузориш. Дар маҷмуъ, дар ҷаҳон 3 миллион ҳолати нави бемории ковид ба қайд гирифта шуда, беш аз 23 ҳазор нафар дар натиҷаи ин беморӣ фавтидаанд. Ин назар ба давраи 28-рӯза аз 13 феврал то 12 март 28 фоиз ва 30 фоиз камтар аст. СУТ барои пайгирии тамоюли беморӣ чаҳорчӯбаи муваққатии 28-рӯза истифода мебарад. Ин барои ба инобат гирифтани таъхирҳо дар гузориш дар бораи ҳолатҳои нави COVID, инчунин барои коҳиш додани таъсир ба омори тағйирёбии ҳарҳафтаина зарур аст. Давраи ҳисоботӣ аз 13 март то 9 апрелро дар бар гирифта, бо давраи аз 13 феврал то 12 март муқоиса карда мешавад."
320,180-200_24_02_base_18_blur-0.75.jpg,180-200,24,02,18,0.75,white,"Теъдоди ҳодисаҳои гирифторӣ ба ковид дар Осиёи Ҷанубу Шарқӣ дар чаҳор ҳафтаи охир нисбат ба ҳамин давраи қаблӣ 481% зиёдтар аст. Тавре АМИТ «Ховар» бо истинод ба ТАСС иттилоъ медиҳад, дар ин бора рӯзи панҷшанбе Созмони умумиҷаҳонии тандурустӣ дар гузориши ҳарҳафтаинаи эпидемиологии худ хабар додааст. «Теъдоди ҳолатҳои нав, ки дар фосилаи 28 рӯз ба қайд гирифта шуд, дар шаш минтақа коҳиш ёфтааст: Африқо (-45%), ғарби Уқёнуси Ором (-39%), Амрикои Шимолӣ ва Лотинӣ (-33%) ва Аврупо (-22%). Ҳамзамон ин беморӣ дар ду минтақа афзоиш ёфтааст: Осиёи Ҷанубу Шарқӣ (+481%) ва Баҳри Миёназамини Шарқӣ (+144%)», — гуфта шудааст дар гузориш. Дар маҷмуъ, дар ҷаҳон 3 миллион ҳолати нави бемории ковид ба қайд гирифта шуда, беш аз 23 ҳазор нафар дар натиҷаи ин беморӣ фавтидаанд. Ин назар ба давраи 28-рӯза аз 13 феврал то 12 март 28 фоиз ва 30 фоиз камтар аст. СУТ барои пайгирии тамоюли беморӣ чаҳорчӯбаи муваққатии 28-рӯза истифода мебарад. Ин барои ба инобат гирифтани таъхирҳо дар гузориш дар бораи ҳолатҳои нави COVID, инчунин барои коҳиш додани таъсир ба омори тағйирёбии ҳарҳафтаина зарур аст. Давраи ҳисоботӣ аз 13 март то 9 апрелро дар бар гирифта, бо давраи аз 13 феврал то 12 март муқоиса карда мешавад."
321,180-200_24_02_base_18_blur-1.5.jpg,180-200,24,02,18,1.5,white,"Теъдоди ҳодисаҳои гирифторӣ ба ковид дар Осиёи Ҷанубу Шарқӣ дар чаҳор ҳафтаи охир нисбат ба ҳамин давраи қаблӣ 481% зиёдтар аст. Тавре АМИТ «Ховар» бо истинод ба ТАСС иттилоъ медиҳад, дар ин бора рӯзи панҷшанбе Созмони умумиҷаҳонии тандурустӣ дар гузориши ҳарҳафтаинаи эпидемиологии худ хабар додааст. «Теъдоди ҳолатҳои нав, ки дар фосилаи 28 рӯз ба қайд гирифта шуд, дар шаш минтақа коҳиш ёфтааст: Африқо (-45%), ғарби Уқёнуси Ором (-39%), Амрикои Шимолӣ ва Лотинӣ (-33%) ва Аврупо (-22%). Ҳамзамон ин беморӣ дар ду минтақа афзоиш ёфтааст: Осиёи Ҷанубу Шарқӣ (+481%) ва Баҳри Миёназамини Шарқӣ (+144%)», — гуфта шудааст дар гузориш. Дар маҷмуъ, дар ҷаҳон 3 миллион ҳолати нави бемории ковид ба қайд гирифта шуда, беш аз 23 ҳазор нафар дар натиҷаи ин беморӣ фавтидаанд. Ин назар ба давраи 28-рӯза аз 13 феврал то 12 март 28 фоиз ва 30 фоиз камтар аст. СУТ барои пайгирии тамоюли беморӣ чаҳорчӯбаи муваққатии 28-рӯза истифода мебарад. Ин барои ба инобат гирифтани таъхирҳо дар гузориш дар бораи ҳолатҳои нави COVID, инчунин барои коҳиш додани таъсир ба омори тағйирёбии ҳарҳафтаина зарур аст. Давраи ҳисоботӣ аз 13 март то 9 апрелро дар бар гирифта, бо давраи аз 13 феврал то 12 март муқоиса карда мешавад."
322,180-200_24_03_base_24.jpg,180-200,24,03,24,0,white,"Теъдоди ҳодисаҳои гирифторӣ ба ковид дар Осиёи Ҷанубу Шарқӣ дар чаҳор ҳафтаи охир нисбат ба ҳамин давраи қаблӣ 481% зиёдтар аст. Тавре АМИТ «Ховар» бо истинод ба ТАСС иттилоъ медиҳад, дар ин бора рӯзи панҷшанбе Созмони умумиҷаҳонии тандурустӣ дар гузориши ҳарҳафтаинаи эпидемиологии худ хабар додааст. «Теъдоди ҳолатҳои нав, ки дар фосилаи 28 рӯз ба қайд гирифта шуд, дар шаш минтақа коҳиш ёфтааст: Африқо (-45%), ғарби Уқёнуси Ором (-39%), Амрикои Шимолӣ ва Лотинӣ (-33%) ва Аврупо (-22%). Ҳамзамон ин беморӣ дар ду минтақа афзоиш ёфтааст: Осиёи Ҷанубу Шарқӣ (+481%) ва Баҳри Миёназамини Шарқӣ (+144%)», — гуфта шудааст дар гузориш. Дар маҷмуъ, дар ҷаҳон 3 миллион ҳолати нави бемории ковид ба қайд гирифта шуда, беш аз 23 ҳазор нафар дар натиҷаи ин беморӣ фавтидаанд. Ин назар ба давраи 28-рӯза аз 13 феврал то 12 март 28 фоиз ва 30 фоиз камтар аст. СУТ барои пайгирии тамоюли беморӣ чаҳорчӯбаи муваққатии 28-рӯза истифода мебарад. Ин барои ба инобат гирифтани таъхирҳо дар гузориш дар бораи ҳолатҳои нави COVID, инчунин барои коҳиш додани таъсир ба омори тағйирёбии ҳарҳафтаина зарур аст. Давраи ҳисоботӣ аз 13 март то 9 апрелро дар бар гирифта, бо давраи аз 13 феврал то 12 март муқоиса карда мешавад."
323,180-200_25_01_base_12.jpg,180-200,25,01,12,0,white,"Имрӯз дар шаҳри Душанбе Форуми сеюми ректорони муассисаҳои таҳсилоти олии касбии Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус таҳти унвони «Маориф-ҳамчун омили муҳим дар таҳкими робитаҳои дуҷониба байни Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус» оғоз шуд. Тавре ба АМИТ «Ховар» дар Донишгоҳи техникии Тоҷикистон ба номи академик Муҳаммад Осимӣ хабар доданд, ректори Донишгоҳи техникӣ Қудрат Давлатзода дар форум дар мавзуи «Табдилдиҳии рақамии таҳсилот: мушкилот ва имконият барои донишгоҳи замонавӣ» маъруза менамояд. Дар кори форум намояндагони Вазорати маориф ва илми Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус ва роҳбарони сохторҳои илмию таълимии ду давлат иштирок доранд. Тақвияти ҳамкорӣ дар соҳаи маориф, илм ва инноватсия байни Тоҷикистон ва Беларус дар самти иқтисоди «сабз», рақамикунонӣ, масоили марбут ба мубодилаи омӯзгорон ва донишҷӯён, доир намудани конфронсҳои илмӣ, иштирок дар кори шуроҳо оид ба ҳимояи диссертатсияҳо, ташкили равандҳои омӯзиши мутақобил, баланд бардоштани ихтисоси омӯзгорон ва ҷорӣ намудани технологияҳои рақамӣ дар соҳаи маориф аз ҷумлаи масъалаҳои меҳварии баррасишавандаи форум ба ҳисоб мераванд. Форуми сеюми ректорони муассисаҳои таҳсилоти олии касбии Тоҷикистон ва Беларус ду рӯз дар ду бахш идома ёфта, баимзорасонии созишномаҳои нави ҳамкорӣ дар назар аст. АКС: Донишгоҳи техникии Тоҷикистон ба номи академик Муҳаммад Осимӣ"
324,180-200_25_02_base_18.jpg,180-200,25,02,18,0,white,"Имрӯз дар шаҳри Душанбе Форуми сеюми ректорони муассисаҳои таҳсилоти олии касбии Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус таҳти унвони «Маориф-ҳамчун омили муҳим дар таҳкими робитаҳои дуҷониба байни Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус» оғоз шуд. Тавре ба АМИТ «Ховар» дар Донишгоҳи техникии Тоҷикистон ба номи академик Муҳаммад Осимӣ хабар доданд, ректори Донишгоҳи техникӣ Қудрат Давлатзода дар форум дар мавзуи «Табдилдиҳии рақамии таҳсилот: мушкилот ва имконият барои донишгоҳи замонавӣ» маъруза менамояд. Дар кори форум намояндагони Вазорати маориф ва илми Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус ва роҳбарони сохторҳои илмию таълимии ду давлат иштирок доранд. Тақвияти ҳамкорӣ дар соҳаи маориф, илм ва инноватсия байни Тоҷикистон ва Беларус дар самти иқтисоди «сабз», рақамикунонӣ, масоили марбут ба мубодилаи омӯзгорон ва донишҷӯён, доир намудани конфронсҳои илмӣ, иштирок дар кори шуроҳо оид ба ҳимояи диссертатсияҳо, ташкили равандҳои омӯзиши мутақобил, баланд бардоштани ихтисоси омӯзгорон ва ҷорӣ намудани технологияҳои рақамӣ дар соҳаи маориф аз ҷумлаи масъалаҳои меҳварии баррасишавандаи форум ба ҳисоб мераванд. Форуми сеюми ректорони муассисаҳои таҳсилоти олии касбии Тоҷикистон ва Беларус ду рӯз дар ду бахш идома ёфта, баимзорасонии созишномаҳои нави ҳамкорӣ дар назар аст. АКС: Донишгоҳи техникии Тоҷикистон ба номи академик Муҳаммад Осимӣ"
325,180-200_25_02_base_18_bg-light_yellow.jpg,180-200,25,02,18,0,light_yellow,"Имрӯз дар шаҳри Душанбе Форуми сеюми ректорони муассисаҳои таҳсилоти олии касбии Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус таҳти унвони «Маориф-ҳамчун омили муҳим дар таҳкими робитаҳои дуҷониба байни Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус» оғоз шуд. Тавре ба АМИТ «Ховар» дар Донишгоҳи техникии Тоҷикистон ба номи академик Муҳаммад Осимӣ хабар доданд, ректори Донишгоҳи техникӣ Қудрат Давлатзода дар форум дар мавзуи «Табдилдиҳии рақамии таҳсилот: мушкилот ва имконият барои донишгоҳи замонавӣ» маъруза менамояд. Дар кори форум намояндагони Вазорати маориф ва илми Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус ва роҳбарони сохторҳои илмию таълимии ду давлат иштирок доранд. Тақвияти ҳамкорӣ дар соҳаи маориф, илм ва инноватсия байни Тоҷикистон ва Беларус дар самти иқтисоди «сабз», рақамикунонӣ, масоили марбут ба мубодилаи омӯзгорон ва донишҷӯён, доир намудани конфронсҳои илмӣ, иштирок дар кори шуроҳо оид ба ҳимояи диссертатсияҳо, ташкили равандҳои омӯзиши мутақобил, баланд бардоштани ихтисоси омӯзгорон ва ҷорӣ намудани технологияҳои рақамӣ дар соҳаи маориф аз ҷумлаи масъалаҳои меҳварии баррасишавандаи форум ба ҳисоб мераванд. Форуми сеюми ректорони муассисаҳои таҳсилоти олии касбии Тоҷикистон ва Беларус ду рӯз дар ду бахш идома ёфта, баимзорасонии созишномаҳои нави ҳамкорӣ дар назар аст. АКС: Донишгоҳи техникии Тоҷикистон ба номи академик Муҳаммад Осимӣ"
326,180-200_25_02_base_18_bg-slate_gray.jpg,180-200,25,02,18,0,slate_gray,"Имрӯз дар шаҳри Душанбе Форуми сеюми ректорони муассисаҳои таҳсилоти олии касбии Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус таҳти унвони «Маориф-ҳамчун омили муҳим дар таҳкими робитаҳои дуҷониба байни Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус» оғоз шуд. Тавре ба АМИТ «Ховар» дар Донишгоҳи техникии Тоҷикистон ба номи академик Муҳаммад Осимӣ хабар доданд, ректори Донишгоҳи техникӣ Қудрат Давлатзода дар форум дар мавзуи «Табдилдиҳии рақамии таҳсилот: мушкилот ва имконият барои донишгоҳи замонавӣ» маъруза менамояд. Дар кори форум намояндагони Вазорати маориф ва илми Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус ва роҳбарони сохторҳои илмию таълимии ду давлат иштирок доранд. Тақвияти ҳамкорӣ дар соҳаи маориф, илм ва инноватсия байни Тоҷикистон ва Беларус дар самти иқтисоди «сабз», рақамикунонӣ, масоили марбут ба мубодилаи омӯзгорон ва донишҷӯён, доир намудани конфронсҳои илмӣ, иштирок дар кори шуроҳо оид ба ҳимояи диссертатсияҳо, ташкили равандҳои омӯзиши мутақобил, баланд бардоштани ихтисоси омӯзгорон ва ҷорӣ намудани технологияҳои рақамӣ дар соҳаи маориф аз ҷумлаи масъалаҳои меҳварии баррасишавандаи форум ба ҳисоб мераванд. Форуми сеюми ректорони муассисаҳои таҳсилоти олии касбии Тоҷикистон ва Беларус ду рӯз дар ду бахш идома ёфта, баимзорасонии созишномаҳои нави ҳамкорӣ дар назар аст. АКС: Донишгоҳи техникии Тоҷикистон ба номи академик Муҳаммад Осимӣ"
327,180-200_25_02_base_18_blur-0.75.jpg,180-200,25,02,18,0.75,white,"Имрӯз дар шаҳри Душанбе Форуми сеюми ректорони муассисаҳои таҳсилоти олии касбии Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус таҳти унвони «Маориф-ҳамчун омили муҳим дар таҳкими робитаҳои дуҷониба байни Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус» оғоз шуд. Тавре ба АМИТ «Ховар» дар Донишгоҳи техникии Тоҷикистон ба номи академик Муҳаммад Осимӣ хабар доданд, ректори Донишгоҳи техникӣ Қудрат Давлатзода дар форум дар мавзуи «Табдилдиҳии рақамии таҳсилот: мушкилот ва имконият барои донишгоҳи замонавӣ» маъруза менамояд. Дар кори форум намояндагони Вазорати маориф ва илми Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус ва роҳбарони сохторҳои илмию таълимии ду давлат иштирок доранд. Тақвияти ҳамкорӣ дар соҳаи маориф, илм ва инноватсия байни Тоҷикистон ва Беларус дар самти иқтисоди «сабз», рақамикунонӣ, масоили марбут ба мубодилаи омӯзгорон ва донишҷӯён, доир намудани конфронсҳои илмӣ, иштирок дар кори шуроҳо оид ба ҳимояи диссертатсияҳо, ташкили равандҳои омӯзиши мутақобил, баланд бардоштани ихтисоси омӯзгорон ва ҷорӣ намудани технологияҳои рақамӣ дар соҳаи маориф аз ҷумлаи масъалаҳои меҳварии баррасишавандаи форум ба ҳисоб мераванд. Форуми сеюми ректорони муассисаҳои таҳсилоти олии касбии Тоҷикистон ва Беларус ду рӯз дар ду бахш идома ёфта, баимзорасонии созишномаҳои нави ҳамкорӣ дар назар аст. АКС: Донишгоҳи техникии Тоҷикистон ба номи академик Муҳаммад Осимӣ"
328,180-200_25_02_base_18_blur-1.5.jpg,180-200,25,02,18,1.5,white,"Имрӯз дар шаҳри Душанбе Форуми сеюми ректорони муассисаҳои таҳсилоти олии касбии Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус таҳти унвони «Маориф-ҳамчун омили муҳим дар таҳкими робитаҳои дуҷониба байни Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус» оғоз шуд. Тавре ба АМИТ «Ховар» дар Донишгоҳи техникии Тоҷикистон ба номи академик Муҳаммад Осимӣ хабар доданд, ректори Донишгоҳи техникӣ Қудрат Давлатзода дар форум дар мавзуи «Табдилдиҳии рақамии таҳсилот: мушкилот ва имконият барои донишгоҳи замонавӣ» маъруза менамояд. Дар кори форум намояндагони Вазорати маориф ва илми Ҷумҳурии Тоҷикистон ва Ҷумҳурии Беларус ва роҳбарони сохторҳои илмию таълимии ду давлат иштирок доранд. Тақвияти ҳамкорӣ дар соҳаи маориф, илм ва инноватсия байни Тоҷикистон ва Беларус дар самти иқтисоди «сабз», рақамикунонӣ, масоили марбут ба мубодилаи омӯзгорон ва донишҷӯён, доир намудани конфронсҳои илмӣ, иштирок дар кори шуроҳо оид ба ҳимояи диссертатсияҳо, ташкили равандҳои омӯзиши мутақобил, баланд бардоштани ихтисоси омӯзгорон ва ҷорӣ намудани технологияҳои рақамӣ дар соҳаи маориф аз ҷумлаи масъалаҳои меҳварии баррасишавандаи форум ба ҳисоб мераванд. Форуми сеюми ректорони муассисаҳои таҳсилоти олии касбии Тоҷикистон ва Беларус ду рӯз дар ду бахш идома ёфта, баимзорасонии созишномаҳои нави ҳамкорӣ дар назар аст. АКС: Донишгоҳи техникии Тоҷикистон ба номи академик Муҳаммад Осимӣ"
